Name,Description
Roca de la Filla Baixa de la Presidenta,És una roca situada al final de la carena que comença a la roca de la Cantelluda i que va paral·lela al marge esquerra del torrent dels Llorers. Aquesta agulla forma un collet amb la cota 479A.
Roca de la Presidenta,Es la més destacable d’aquesta carena descendent que limita a l’est de la Plantació. Té unes parets sud impressionants. Es troba sota la roca de la Cantalluda.
Roca de l’Esquerda,Gran roca situada més avall de la roca del Rellotge i una mica més gran que aquesta. En la classificació d’en Josep Barberà està situada en la secció de Sant Pere. En el nostre cas la hem incorporat a la secció de la Plantació.
Roca de Sant Cugat,És la roca més gran de tota la Plantació. Té un cos voluminós. Es troba sota mateix de l’agulla Jaume Mata.
Roca del Divendres Sant,"Roca situada entre el Barretet i el Porró i envoltada per agulles, a dret i esquerra."
Roca del Porró,"Pujant des de la roca dels Col·leccionistes, es passa per entre aquesta i una altra roca que hi ha a l’est de la carena i que no està catalogada com a cota,"
Roca del Rellotge,Aquesta roca està situada al costat del camí de Sant Joan a la Plantació. Està un mica més al nord de la roca de l’Esquerda. S’ha inclòs en aquesta secció tot i que en Josep Barberà la situa en la secció de Sant Pere.
Roca dels Col·leccionistes,Des del peu de la cota 436 hom veu la roca dels Col·leccionistes a la seva dreta. És una agulla que té dos cims.
Roques de sota el Rellotge,Són dues roques situades per sota la roca del Rellotge en direcció a la Filla Baixada la Presidenta. En la classificació d’en Josep Barberà aquestes roques estaven a la secció de Sant Pere.
Roques sota el Rellotge,Són dues roques situades per sota la roca del Rellotge en direcció a la Filla Baixada la Presidenta. En la classificació d'en Josep Barberà aquestes roques estaven a la secció de Sant Pere.
Cota 416,"Són tres roques que formen una curta cadena la peu de la Gorra Fríga. La cota 418 es troba al peu del caminet que contorneja la Gorra Frígia. És una roca petita i vertical, d’uns sis metres d’altura. Baixant la carena en direcció oest hom troba la cota 416, unida a la 418 pel coll. Per sota està al costat de la cota 417. Aquesta cota actualment es coneix amb el nom de Miranda del Sentinella.  La tercera cota és la que es troba més avall de la carena i que fa coll amb la cota 416."
Cota 417 (Miranda del Sentinella),"Són tres roques que formen una curta cadena la peu de la Gorra Fríga. La cota 418 es troba al peu del caminet que contorneja la Gorra Frígia. És una roca petita i vertical, d’uns sis metres d’altura. Baixant la carena en direcció oest hom troba la cota 416, unida a la 418 pel coll. Per sota està al costat de la cota 417. Aquesta cota actualment es coneix amb el nom de Miranda del Sentinella.  La tercera cota és la que es troba més avall de la carena i que fa coll amb la cota 416."
Cota 418,"Són tres roques que formen una curta cadena la peu de la Gorra Fríga. La cota 418 es troba al peu del caminet que contorneja la Gorra Frígia. És una roca petita i vertical, d’uns sis metres d’altura. Baixant la carena en direcció oest hom troba la cota 416, unida a la 418 pel coll. Per sota està al costat de la cota 417. Aquesta cota actualment es coneix amb el nom de Miranda del Sentinella.  La tercera cota és la que es troba més avall de la carena i que fa coll amb la cota 416."
Cota 419,"Seguint el camí que passa al peu de la cota 418, es va a parar a la 419. Constitueix l’inici de la carena que descendeix cap a l’O. i en la qual es troben les roques de la Processó deis Monjos."
Cota 420,Es una petita roca que resta unida a la 421
Processó dels Monos – Cota 421,Petita agulla propera al torrent dels Llorers i veïna de la Mamella i de la Doble. A la seva vessant oest forma un petit collet amb la 433. Forma part també de la carena de la Processó dels Monjos En Josep Barberà indica que en el plànol d’en Semir no hi està indicada però si en el seu nomenclàtor.
Processó dels Monjos – Cota 422,És la roca més al nord de la Processó dels Monjos. Està formada per dos cims. La cota 421 està unida per un coll amb la cota 420. Per la cara sud estan separades de la Mamella i la Doble per una petita canal.
La Doble – Cota 423,"És una gran roca a la part nord del torrent dels Llorers i és l’inici d’una llarga carena que baixa cap al sud. Aquesta carena ha estat anomenada com la Procesó dels Monjos. Aquesta roca té dues puntes, la 423 al nord i la 424 al sud. La primera punta. Dóna la impressió que estigui formada per dues puntes, semblant a una gran gepa de camell."
Cota 424A,Petita agulla propera al torrent dels Llorers i veïna de la Mamella i de la Doble. A la seva vessant oest forma un petit collet amb la 433. Forma part també de la carena de la Processó dels Monjos En Josep Barberà indica que en el plànol d’en Semir no hi està indicada però si en el seu nomenclàtor.
La Doble – cota 424,"És una gran roca a la part nord del torrent dels Llorers i és l’inici d’una llarga carena que baixa cap al sud. Aquesta carena ha estat anomenada com la Procesó dels Monjos. Aquesta roca té dues puntes, la 423 al nord i la 424 al sud. La primera punta. Dóna la impressió que estigui formada per dues puntes, semblant a una gran gepa de camell."
Cota 428,"La roca de la Miranda de la Mamella està unida amb la Mamelleta, per un estret collet, a la vessant sud. Forma part del grup de la Processó dels Monjos."
Cota 429,Petita roca situada a la vessant nord-est de la Triple.
La Triple – Cota 430,"Són tres agulles adossades, la central és la més alta i més grossa. Aquesta roca forma part de les roques de la Processó dels Monjos i per anar-hi cal agafar la mateixa canal que davalla des de la roca de la Miranda a la Mamella, vers el torrent de l’Artiga Alta. Des de la Triple neix una petita carena que davalla cap al sud on, al seu extrem es troba l’agulla dels Col·leccionistes i sota d’ella el Punxó. Aquesta cadena té a l’est un petit torrent que la separa de la Processó dels Monjos."
La Triple – Cota 431,"Són tres agulles adossades, la central és la més alta i més grossa. Aquesta roca forma part de les roques de la Processó dels Monjos i per anar-hi cal agafar la mateixa canal que davalla des de la roca de la Miranda a la Mamella, vers el torrent de l’Artiga Alta. Des de la Triple neix una petita carena que davalla cap al sud on, al seu extrem es troba l’agulla dels Col·leccionistes i sota d’ella el Punxó. Aquesta cadena té a l’est un petit torrent que la separa de la Processó dels Monjos."
La Triple – Cota 432,"Són tres agulles adossades, la central és la més alta i més grossa. Aquesta roca forma part de les roques de la Processó dels Monjos i per anar-hi cal agafar la mateixa canal que davalla des de la roca de la Miranda a la Mamella, vers el torrent de l’Artiga Alta. Des de la Triple neix una petita carena que davalla cap al sud on, al seu extrem es troba l’agulla dels Col·leccionistes i sota d’ella el Punxó. Aquesta cadena té a l’est un petit torrent que la separa de la Processó dels Monjos."
Cota 433,"Davallant per la carena de la Processó dels Monjos per sota de la Doble, fent coll amb la cota 424A i al capdamunt de l’agulla Jaume Mata."
Cota 436 (Roca de Sant Martí),Darrera roca per la part sud del que es coneix com la Processó dels Monjos. Està per sota de la roca de Sant Cugat (435) i fa coll amb ell. Actualment se la coneix com la Roca de Sant Martí. La seva cara esta està abocada al torrent dels Llorers.
Cota 447,"És una de les roques més al nord de la Plantació. Es veïna de la Megui, al nord, i de la cota 429 al sud. Es troba pràcticament abocada al barranc, capçalera del torrent de l’Artiga Alta, que la separa del Rava i la Campana."
Cota 450,Son dues roques que es troben entre l’agulla Torres Homet (cota 449) i l’agulla de la Plantació. La cota 450 està al costat de l’agulla Torres Homet i la 451 al costat de l’agulla de la Plantació.
Cota 451,Son dues roques que es troben entre l’agulla Torres Homet (cota 449) i l’agulla de la Plantació. La cota 450 està al costat de l’agulla Torres Homet i la 451 al costat de l’agulla de la Plantació.
Cota 453,Es un petit serrat paral·lel al que es troba en la part superior de la Plantació que va des de l’agulla de la Plantació fins a la Torres Homet. La cota 455 està a l’oest del Barretet; la cota 454 està entre la 455 i la 453; i aquesta última està a l’oest de la Triple i sota de la Torres Homet.
Cota 454,Es un petit serrat paral·lel al que es troba en la part superior de la Plantació que va des de l’agulla de la Plantació fins a la Torres Homet. La cota 455 està a l’oest del Barretet; la cota 454 està entre la 455 i la 453; i aquesta última està a l’oest de la Triple i sota de la Torres Homet.
Cota 455,Es un petit serrat paral·lel al que es troba en la part superior de la Plantació que va des de l’agulla de la Plantació fins a la Torres Homet. La cota 455 està a l’oest del Barretet; la cota 454 està entre la 455 i la 453; i aquesta última està a l’oest de la Triple i sota de la Torres Homet.
Cota 471 (Els Estalvis del Porró),Es troba sobre i a l’esquerra de la dels Col·leccionistes i sota la roca del Porró. És una roca que té aspecte de flam per la seva àmplia base. Tot i que en Josep Barberà no li dóna cap nom actualment es coneix amb el nom d’Estalvis del Porró.
Agulla Isabel Clara Simó,A la part final del serrat del Petintent Manel Punsolà descriu aquesta agulleta veïna de l'agulla Ferran Torrent. Manel Punsolà li dóna a aquesta agulla el número 979
Agulla Ausias March,A partir de cota identificada com a roca de Santa Caterina en el serrat del Penitent baixant cap al sud Manel Punsola situa aquesta agulla. Manel Punsola li dóna el número 975
Agulla de la Pastereta,"Des de la roca de la Miranda de Sant Pere baixa una aresta llarga i molt suau que es despenja verticalment sobre el serrat de la Pastereta. Just en aquest indret es troba l’agulla que ens ocupa, unida per un collet a l’aresta esmentada i a la dreta del seu començament."
Agulla Eliseu Climent,Agulla al costa de l'agulla Joan Fuster. Manel Punsolà li dóna a aquesta agulla el número 978
Agulla Ferran Torrent,Agulla de la part final del serrat del Penitent segons Manel Punsolà. Manel Punsolà li dóna a aquesta agulla el número 980
Agulla Janot Martorell,Segons la descripció de Manel Punsolà agulla sota l'agulla de Ausies Marc. Manel Punsolà li dóna a aquesta agulla el número 976
Agulla Joan Fuster,En la part inferior del serrat del Petinent Manuel Punsolà identifica dues agulles properes una d'elles és aquesta i l'altra és l'Eliseu Climent. Manel Punsolà li dóna a aquesta agulla el número 977
Agulla Ovidi Monllor,Aquesta agulla es la darrera que es troba en el serrat del Penitent abans que aquest arribi al Turó del Penitent. Manel Punsolà li dóna a aquesta agulla el número 981
Creu de la Bauma del Penitent,
Ermita de Santa Caterina,
Miranda de Sant Pere,"n la mateixa carena que davalla de la Miranda de Sant Joan i la Miranda de Santa Caterina cap al serrat del Penitent, abans d’arribar a la balma del Penitent es troba aquesta roca planera a partir de la qual continua una llarga carena que cau desplomada sobre el serrat de la Pastereta tancant la vessant esquerra del torrent del Misser."
